text,label_text,label_id,pre_defined
what is today's climate here,weather query,15,True
what is the climate here today,weather query,15,True
what the time difference from here to ottawa,datetime convert,9,True
what's the weather forecast for today,weather query,15,True
is the weather supposed to be nice today,weather query,15,True
hey can you make it blue in here,iot hue lightchange,2,True
make the lights blue in here,iot hue lightchange,2,True
play music for me,play music,6,True
play a song of your choice for me,play music,6,True
olly what is the weather today,weather query,15,True
what is the weather today,weather query,15,True
get today's weather report,weather query,15,True
please increase volume,audio volume up,21,True
hey does that restaurant have take-out,takeaway query,10,False
does that restaurant allow call in orders,takeaway query,10,False
does that restaurant allow take out orders,takeaway query,10,False
how's weather today,weather query,15,True
is weather normal today,weather query,15,True
what's the name of this song,music query,13,False
whose song is this,music query,13,False
where can i find this song,music query,13,False
i like justin beibers music please play it,music likeness,12,False
what alarms do i have scheduled for tomorrow,alarm query,11,False
what alarms are set in the morning,alarm query,11,False
is the eighteenth a monday or a sunday,datetime query,8,True
what day is easter,datetime query,8,True
that song is my favorite,music likeness,12,False
play old classic music,play music,6,True
try to play old nineties classic music,play music,6,True
fifty thousand two hundred and seventeenth,datetime query,8,True
one hundred and fifty thousand two hundred and seventeenth,datetime query,8,True
can you tell me the current time,datetime query,8,True
what's the weather for this week,weather query,15,True
i want to slow down my speaker,audio volume down,24,False
system please dim lights to dull blue,iot hue lightdim,4,False
please change light color to purple,iot hue lightchange,2,True
get set need me music track,play music,6,True
play ride music track,play music,6,True
turn on the socket,iot wemo on,22,False
make the socket available for me,iot wemo on,22,False
keep the socket in off condition,iot wemo off,23,True
move the volume up a little,audio volume up,21,True
make the volume lower,audio volume down,24,False
turn down the lights,iot hue lightdim,4,False
could you speak up,audio volume up,21,True
could you speak louder,audio volume up,21,True
please turn off the light of the bathroom,iot hue lightoff,3,True
olly does panda garden deliver,takeaway query,10,False
turn up volume of music,audio volume up,21,True
play music on shuffle,play music,6,True
what date is the third friday of this month,datetime query,8,True
what was the date of two wednesdays back from today,datetime query,8,True
olly will it rain on saturday,weather query,15,True
what will the weather be like on saturday,weather query,15,True
olly what will the weather be like on saturday,weather query,15,True
olly will it be nice on saturday,weather query,15,True
time,datetime query,8,True
what is the time now,datetime query,8,True
how much in the clock,datetime query,8,True
play music by taylor swift,play music,6,True
play taylor swift,play music,6,True
play taylor swift music,play music,6,True
i always pay attention,weather query,15,True
please play some jazz,play music,6,True
what are the top twenty jazz hits,play music,6,True
how hot is it currently in costa mesa,weather query,15,True
play run,play music,6,True
play sanam,play music,6,True
play sholay,play music,6,True
make me some coffee,iot coffee,20,False
olly make me some coffee,iot coffee,20,False
can you make me some coffee,iot coffee,20,False
i need some coffee made olly,iot coffee,20,False
i want to order some food,takeaway order,14,True
places to order takeaway food,takeaway order,14,True
please tell me the time,datetime query,8,True
who sings that song,music query,13,False
please save that song,music likeness,12,False
change the lights to blue,iot hue lightchange,2,True
make a playlist of all songs of justin bibber and play with shuffle,play music,6,True
play the latest song of eminem,play music,6,True
please turn up the volume,audio volume up,21,True
please turn down the volume,audio volume down,24,False
volume control please,audio volume other,19,True
tell me the time in canberra,datetime query,8,True
what alarms do i got,alarm query,11,False
let me see my alarms,alarm query,11,False
what alarms do i have,alarm query,11,False
download the latest folk songs having rating of four star or above and play all without shuffle,play music,6,True
play all indie pop songs,play music,6,True
play music of kate perry without shuffle,play music,6,True
when is halloween,datetime query,8,True
adjust the light,iot hue lightchange,2,True
weather,weather query,15,True
what's it like outside,weather query,15,True
what's it like in chicago,weather query,15,True
order a large pepperoni pizza from dominoes to go,takeaway order,14,True
i would like to pickup a veggie sub with a cookie from subway,takeaway order,14,True
place a takeaway order for a cheeseburger and fries from burger king,takeaway order,14,True
will it rain on friday,weather query,15,True
play kiss from a rose,play music,6,True
raise the volume to sixty,audio volume up,21,True
lower the volume to twenty,audio volume down,24,False
reduce the lights,iot hue lightdim,4,False
minimize the lights,iot hue lightdim,4,False
what is the highest rated joke today,general joke,17,False
can you change the living room lights to a softer color,iot hue lightchange,2,True
choose a brighter color for reading,iot hue lightchange,2,True
can you make a red shade of light in the living room,iot hue lightchange,2,True
review the alarms i have,alarm query,11,False
list all the alarms,alarm query,11,False
play anything from metallica,play music,6,True
play the last song from my most recent playlist,play music,6,True
play jazz from jennifer's latest album,play music,6,True
play the new record of malika,play music,6,True
what song do i listen to the most,music query,13,False
what music genre do i listen to the most,music query,13,False
recommend songs based on my playlist,music query,13,False
i would like to listen to celine dion,play music,6,True
play some tracks by michael jackson,play music,6,True
turn off living room lights,iot hue lightoff,3,True
turn the left light off,iot hue lightoff,3,True
if it is four p. m. in missouri what time is it in london,datetime convert,9,True
